time,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,temp
51.00,3.85496184,1.2442748,-3.5419848,0.0715332,-0.06640625,0.97143552,30.13
52.00,-0.343511468,-5.2519084,-21.4809168,-0.013183594,-0.03515625,0.9345703,30.08294
52.00,3.2748092,2.870229,-14.473283,-0.09692383,-0.056884764,0.8515625,30.13
52.00,8.961832,7.19084,1.2519084,-0.12646484,-0.040771484,0.8574219,30.13
52.00,-5.1984736,8.641221,7.335878,-0.11230469,-0.0007324219,0.8083496,30.13
52.00,7.4503816,7.847328,15.0992368,-0.05419922,-0.024902344,0.91259768,30.177058
52.00,-4.3969464,15.519084,10.984733,0.028076172,-0.014404297,0.92041016,30.0358816
52.00,3.259542,-0.8854962,0.488549632,0.09667969,-0.0476074216,0.9091797,30.08294
53.00,6.1221376,-1.5267176,-16.19084,0.0461425784,-0.029052734,0.9020996,30.177058
53.00,6.2519084,6.3587784,-21.358778,-0.049804688,-0.036865236,0.769531236,30.08294
53.00,10.610687,1.85496184,-5.59542,-0.22021484,-0.04345703,0.873535168,30.13
53.00,-8.541985,9.251908,18.137406,-0.052734376,-0.04638672,0.8796387,30.13
